"ID","Height","HairLength","Color","RottingFleshPct","Aura","BloodCoverage","MonsterClass"
1,166.943343886623,20.4301092706555,"purple",0.0523165177553892,69.9637395157236,0.234190313403483,"witch"
2,167.541803223016,5.25221181104154,"orange",0.0111975351814181,31.4191587235738,-0.109774869407979,"ghost"
3,148.620771651998,4.24032654094437,"white",0.0887280189432204,43.1214503324705,0.214854026759471,"ghost"
4,178.095957498742,18.4962215846808,"black",0.167148639704101,11.2249757129626,0.0935578696682636,"vampire"
5,155.649680735592,2.33680783169528,"purple",0.518164499604609,60.5986945938654,0.661151613903357,"zombie"
6,160.224452093288,4.05932009694892,"purple",0.0391979534877464,65.1455109487138,-0.0806974920309671,"ghost"
7,160.087518125215,1.79546209642017,"orange",0.00235177788417786,22.5962624743206,0.0170995835234027,"ghost"
8,171.485989323435,2.94069453582701,"green",0.518642668216489,41.9289718168524,0.508918660387075,"zombie"
9,182.231567432399,15.2180013152294,"white",0.0182793029118329,50.2676750754104,0.119166855147045,"vampire"
10,168.073259519668,2.2294921159624,"white",0.690866078599356,36.6920268351656,0.863034453958918,"zombie"
11,163.448186998159,22.2459054134999,"black",0.101008249633014,14.8868994648235,-0.104889107674696,"witch"
12,171.467293342681,3.54062963680262,"orange",0.444510542799253,18.8227628245347,0.468191854610149,"zombie"
13,171.186399326246,1.88881572105563,"white",0.26620452569332,41.712926457753,0.186341911353187,"mummy"
14,163.907514369134,1.76840311736049,"white",0.300106246210635,48.3152247469893,0.408719888345435,"mummy"
15,168.391616046084,1.91528335390261,"white",0.294309451873414,34.9515732846898,0.211269833204654,"mummy"
16,162.055133337694,25.7320612554601,"black",0.3304482948035,6.98442086193574,0.359114654732877,"witch"
17,166.313625540083,2.18402525079542,"purple",0.516413279785775,62.5733446527694,0.459600738865149,"zombie"
18,157.779971404423,5.8010610336357,"white",0.00279814414680004,48.8454978758568,-0.181481642391417,"ghost"
19,163.764866492836,19.4946462666603,"black",0.214217232074589,6.7231970828942,0.194793084025794,"witch"
20,175.840696104258,16.0091088023966,"white",0.0276136015774682,54.347690067313,0.0235611969993237,"vampire"
21,162.646441415475,8.53611884882904,"white",0.0930430909153074,42.5456867127229,0.036524745275992,"ghost"
22,163.322752808236,14.8650800206812,"green",0.05769655527547,21.2857133269217,0.0813422857867684,"witch"
23,152.27423538458,3.68639959063487,"green",0.510167790250853,60.2356775356074,0.616389599478082,"zombie"
24,157.155174669897,3.08312919287109,"green",0.541156497015618,9.04921627544083,0.534041332544762,"zombie"
25,170.026523764422,3.10545918770067,"white",0.561826027685311,48.0009244591877,0.567424000892902,"zombie"
26,167.113168117354,3.69222065400695,"black",0.675672060123179,11.8630826223805,0.527884073412465,"zombie"
27,162.909862599148,16.36839454164,"black",0.21459922241047,9.39235995277993,0.171822621523997,"witch"
28,155.148545379078,4.63944948239226,"purple",0.0789459455525503,73.1963995829934,0.26788565521688,"ghost"
29,166.011566675835,22.4349063753706,"green",0.101556596811861,57.0242763814274,0.15921275673394,"witch"
30,151.115428754695,3.87670778201782,"orange",0.087787765241228,12.5548295945884,-0.0360674140786928,"ghost"
31,162.091194944011,23.1445425154686,"green",0.0927270065993071,60.5506035562077,-0.00187371621026487,"witch"
32,162.775247078967,5.46337927646296,"white",0.0206471451092511,44.4432289702724,-0.0427045166716164,"ghost"
33,165.076151065557,3.61431372518157,"green",0.706924283551052,44.945752409144,0.745944475123988,"zombie"
