"id","flexibility","grip_strength","beer_oz","queue_length_min","fear_of_heights","age","tip_to_guide","crowd_cheering_db","bragging_rate","top_o_mornin_count","weather","nationality","filmed","lip_balm"
1,2.11319634201936,40.0666149069963,36.7833321326903,25.1737490820748,8.43612162210047,24,8.67179879440586,80.0421213969322,4.0293636913748,2,"Rainy","French",0,0
2,4.25909016886726,33.8679162730071,30.9777766351263,21.1480599419236,8.20424090605229,53,6.08135082780842,75.2115089427766,6.22421749399241,3,"Sunny","German",0,0
3,3.1568468704354,41.946744010643,17.8980947738606,32.2755748631161,9.62768033496104,37,9.85038592304459,71.7316824978679,10.1571135666681,0,"Sunny","French",0,0
4,4.5267607292626,49.4371729090437,39.2455505366074,13.5875313835129,6.18533562170342,61,0,94.4947673194853,5.30983895038387,1,"Sunny","Irish",0,0
5,2.70693937689066,52.8165899254067,28.1730711350451,27.3018373603033,6.66989723686129,40,4.27385143424632,87.0236213623573,8.05879656345617,3,"Cloudy","French",0,1
6,9.45610149251297,31.6663894314376,22.4868858093643,30.04538303658,8.70221025962383,20,9.63251931850889,92.6768041018911,5.2710855652191,3,"Cloudy","British",0,0
7,3.41836286336184,32.3012836839642,31.40954670162,15.8274885599276,7.39008801383898,71,0.425227226595047,82.1111798458207,9.15262116265412,4,"Rainy","Australian",1,0
8,8.4403890480753,44.7154043940982,9.56242304208252,17.577302638945,9.20160406525247,67,7.82504713109518,62.2281902373443,7.21413290948363,1,"Sunny","French",0,0
9,1.52695032022893,35.1297414515287,33.376493105927,17.4330820347776,1.53931150678545,79,1.47678807282787,61.6900939723914,7.82388380377873,2,"Cloudy","Australian",0,1
10,9.36506320303306,12.4229123568445,40.4448222034056,40.8775518032943,4.61181400460191,37,6.60784862298939,78.9418829037675,2.27921250531528,2,"Sunny","Irish",0,1
11,8.6607475746423,42.2875182682074,20.0593226672026,13.30141028914,7.858594852034,52,9.62112812783408,88.3056678398792,5.08317417529872,2,"Rainy","American",0,0
12,9.32905020308681,36.588347010295,14.7587526446376,19.6265279263803,4.18555164407007,78,1.86963784648703,82.58563820045,10.0089758089298,3,"Windy","British",0,1
13,1.29861521208659,48.2868611259221,27.281376019711,13.7598128568902,4.37753870035522,39,0.851011199830127,86.7118078406912,3.36409145679813,1,"Windy","American",1,0
14,8.84639159007929,38.2320354293204,14.6418837059479,23.4993760806142,2.57484867982566,46,10.2211391628736,102.036945841493,9.05591908579723,0,"Windy","French",0,1
15,4.17833716608584,37.3154855664737,30.590277495919,6.57390820728432,8.00771698122844,40,5.76387442120347,75.0088245316444,4.52889802946193,4,"Sunny","British",0,0
16,6.81606621830724,48.0474154841242,31.1830219125746,10.4866249555958,3.33727289130911,20,9.80050023739376,80.7936723654328,5.56720812482732,4,"Sunny","Australian",0,0
17,5.87126664863899,58.316478180157,32.467481233567,23.1995598821059,6.12776660267264,57,4.79913095653417,68.8050829408645,9.95575304752626,2,"Rainy","French",0,0
18,3.46587429638021,20.3654477403734,43.2135291347595,22.128752197517,3.43197733093984,74,7.97781073401568,62.4348830909356,2.71362202557035,1,"Rainy","French",0,0
19,1.24022781127132,45.9300509031819,23.1686842765113,13.2316457697331,8.50120041775517,64,5.27408616099729,77.397996392097,12.4394696893631,1,"Sunny","American",1,1
20,4.39313877583481,35.4960363531177,15.1064569989995,21.0855378029588,6.60123573499732,23,10.2461637947871,70.1168234691506,3.1756706742378,1,"Cloudy","French",1,1
21,2.80622740788385,25.6421648494951,22.5954058461998,27.5233143891204,8.6651382104028,37,13.7679982498018,114.00108414687,0,2,"Rainy","American",0,0
22,1.14062816207297,50.00544461713,36.6396409672731,4.11957927461815,1.99325156537816,39,11.7201058979366,79.2321989571752,0.707002501249098,1,"Cloudy","French",0,1
23,6.71381010930054,34.7252638189552,25.0435691347243,41.3326583370922,3.46428141626529,25,11.9147204204361,88.3239910227651,9.85638122583959,4,"Sunny","German",0,0
24,5.92251770128496,42.8896570663142,22.4207880942564,15.3425485469673,8.51727365795523,26,13.851807718003,77.4060511732039,4.06334570592393,2,"Sunny","British",1,1
25,3.78945914143696,38.318087943637,16.6053421160987,24.3676079695593,8.92834777524695,77,4.05425380391932,80.174111925803,4.14253406732699,1,"Sunny","Irish",0,1
26,6.86160434805788,24.92296371713,45.9724725593568,21.0741871248575,2.44576516654342,80,3.93529584419084,96.7473521911146,10.0021941087622,1,"Sunny","Irish",0,0
