"id","height","color","rottingFleshPct","bloodCoverage","aura","hairLength"
1,59.0548725745855,"green",15.64,1.825,0.257760347377999,3.32465124006125
2,77.6708715547151,"white",6.5,25.589,0.380248260042717,3.99830750849906
3,67.2260962430185,"purple",23.24,3.487,0.140157715638842,3.3276090563816
4,66.7361550551815,"green",27.8,28.058,0.244492028138505,3.69988342147695
5,59.9536220003457,"green",32.26,33.037,0.171565297769569,3.46413668042377
6,63.9059150695425,"green",31.1,33.771,0.161809784492933,3.4125326080031
7,62.8054045963283,"purple",17.17,13.987,0.20206292913168,4.56608863711651
8,43.8657865673502,"green",36.79,34.202,0.158884510845636,2.56115267058133
9,55.6375579959562,"white",43.84,30.644,0.310328920585451,3.54920146639932
10,55.7411643135793,"purple",27.25,29.701,0.223579675933167,3.37489832213068
11,43.7598171665972,"green",24.6,24.047,0.243109003897896,2.97731649191006
12,69.9632992638732,"grey",14.21,32.009,0.138241434374453,3.80495241197374
13,60.9598004319837,"green",21.55,18.512,0.258510792135744,3.78914934983304
14,64.6795086708711,"green",36.25,36.58,0.236940800938008,3.49522459957781
15,64.093727239246,"purple",24.12,12.402,0.195406903282643,2.87091271053984
16,63.7240330144148,"grey",26.97,12.472,0.0821657833502429,3.31052331347835
17,67.496944015641,"grey",11.47,6.349,0.0940667359189929,3.56744729001614
18,47.3298334754227,"white",5.4,2.569,0.194899630822954,3.8769877958814
19,55.4444258381824,"white",5.59,4.981,0.26238610678311,3.31244893838211
20,64.8954567908828,"green",32.75,29.587,0.245424959056313,3.87602784675711
21,48.3937791902593,"grey",28.24,25.943,0.138097952775566,3.5364168432818
22,56.7816178880533,"purple",25.13,4.455,0.231244034116738,3.42649225667193
23,74.7157091124965,"white",12.47,19.646,0.333085580667155,3.90889973719144
24,66.609371559421,"green",19.2,42.62,0.244127692597073,3.64363279675036
25,63.1729791992077,"green",29.72,18.854,0.227781382399046,3.25417560759075
26,64.1870384341383,"purple",39.8,41.031,0.173459128618528,3.74905006201707
27,60.8718084461877,"green",30.42,24.974,0.156102719235948,2.6067000393307
28,61.1599539903524,"grey",20.05,28.447,0.11073839633252,3.66479752684662
29,42.6858483223463,"grey",21.77,45.408,0.108456222537554,2.48125149103122
30,50.0498904907001,"white",8.75,3.638,0.308351357653007,3.15989034210111
31,62.4488158168463,"grey",26.23,32.934,0.0499941400196181,3.47277203422858
32,61.2429033432169,"grey",31.4,25.668,0.0759118486413357,3.0838615431359
33,67.2221958036918,"grey",11.87,28.97,0.110166084173854,3.22198367321424
34,55.8988118727359,"white",26.66,29.506,0.404590999998286,3.71276388574677
35,50.2946682180508,"white",4.38,4.215,0.27912731987169,3.29603914894707
36,64.6981888257723,"purple",7.1,14.044,0.232317252103984,3.38245660032655
37,64.3405018365072,"grey",13.64,25.569,0.112859849828472,3.4127640359348
38,63.1597321193849,"purple",11.75,32.702,0.120576305562078,3.7944976811146
39,57.4978753131836,"grey",30.83,21.753,0.0813124760542391,3.13138075218389
40,72.445626877699,"white",11.73,12.451,0.333447894064319,4.64626816729009
41,60.1510398870505,"white",14.13,2.077,0.280719552020043,3.4931474327264
42,63.4354616703946,"grey",12.17,13.167,0.0805512744939558,3.68786380203655
43,44.2924647750773,"grey",30.19,15.159,0.0854301858787352,3.30950555946072
44,61.6293864137032,"purple",17.75,6.922,0.200627663892392,3.82147396865076
45,56.6726443562286,"grey",37.37,21.824,0.120275736997762,3.27216343445939
46,61.9191162145313,"grey",29.49,32.835,0.0933980266279932,3.33661456612374
47,63.3723401485246,"green",25.27,39.96,0.153955500735237,3.12771605651716
48,65.0681385025949,"grey",13.69,11.958,0.111153175987092,3.56179975159671
49,58.0877302093647,"green",29.02,25.772,0.23510219562965,3.73583742123239
50,64.7994648531474,"green",32.21,27.574,0.224863343600622,3.69012280227649
51,65.8944101965297,"grey",7.59,21.675,0.127417760426653,4.04315990968139
52,65.7212892183652,"grey",13.22,22.877,0.111072933323229,3.03614283252671
53,62.4312681903089,"grey",31.97,37.259,0.100289252701995,3.74982132711026
54,61.2136209228851,"green",30.71,22.696,0.167343531107724,3.57989310356194
55,62.2792205695683,"green",5.61,10.728,0.231872677661549,3.75660531816596
56,66.8198316389972,"grey",23.05,16.654,0.0498605041053807,3.67113511970814
57,61.2662025315782,"purple",23.89,12.135,0.154113634259149,4.37408221510812
58,69.464542774016,"grey",6.71,26.883,0.124021938256513,4.02951586990112
59,61.4265696670351,"grey",23.91,22.891,0.0716769241935016,3.74144410006449
60,66.3255270641846,"white",36.29,17.056,0.284401019868466,3.63571102308441
61,64.6393696612058,"grey",39.39,28.397,0.0826958407121029,2.93198075372437
62,71.6594191892562,"grey",28.39,24.432,0.107805206893211,3.2990795215087
63,55.4814080932026,"purple",21.14,18.68,0.243439219163274,3.65038326073171
64,52.4268841822595,"white",10.6,8.182,0.398121657665529,2.83593016114573
65,44.817814459374,"green",33.48,31.468,0.158109548369613,2.77810988474717
66,71.5394922479009,"grey",12.41,27.528,0.131389142723761,4.20152683665398
67,51.0005564932293,"grey",3.16,9.785,0.0943659547030931,3.40839478688649
68,55.0467510004661,"grey",36.61,20.432,0.137434541046582,3.37637054012221
69,61.4990077281843,"grey",29.49,20.457,0.0885274913735572,3.60204721654166
70,60.8451643866633,"grey",32.65,29.761,0.0901897194515614,4.15577622896429
71,51.3105013774794,"white",22.86,21.078,0.335338796379899,3.2554439172671
72,66.9780421040408,"grey",27.39,27.635,0.101838637623919,3.57531946224011
73,72.5456275018748,"white",11.22,28.734,0.344929067854316,4.31672634542553
74,70.4035373736959,"grey",30.99,10.398,0.120589690018334,4.32919640068147
75,57.8351644874158,"white",3.73,8.114,0.426818995962729,3.4539892903307
76,73.5211893460666,"grey",36.71,6.002,0.0779816973579567,3.75578316355546
77,70.4570523666314,"grey",28.39,26.432,0.107591616749015,3.45936568656348
78,55.5684296469053,"green",40.92,40.578,0.27420017936566,3.33663608752317
79,62.3918458892045,"green",24.2,26.577,0.289674545945903,3.7155765226288
80,63.9742017473522,"white",34.85,21.64,0.275557821829073,3.36838777446539
81,67.5646432412317,"purple",14.56,32.087,0.191621935932985,3.73926607905038
82,58.5795692299736,"grey",34.81,23.708,0.0839514511144221,4.03218885747507
83,43.1040342559858,"green",26.14,44.555,0.256477400715457,2.53085550438418
84,60.6800739849724,"grey",34.6,22.692,0.0576185654835209,2.82054109369024
85,68.8946067012255,"grey",16.78,22.674,0.0700043437534318,3.98207679474277
86,65.9663125897065,"white",30.96,39.198,0.288625998007533,3.49078809234034
87,65.1467404944372,"green",37.29,39.327,0.171781695241767,3.90269286866894
88,70.017305774546,"white",14.34,27.482,0.254038912859008,4.27112950072469
89,64.240277344781,"green",26.25,32.45,0.239852812945316,3.10937426225735
90,49.8700297247829,"grey",31.22,26.816,0.104089829910729,3.18449497630969
91,68.5863256257358,"purple",14.29,13.956,0.115682646666892,2.66452796279038
92,66.4212292038208,"green",7.42,8.236,0.142303954130875,3.03014155133981
93,71.3868811666428,"grey",21.89,18.701,0.102160160460904,3.91470105103282
94,51.6628485479895,"green",37.96,33.363,0.167114325421564,2.62884019475118
95,76.5750355435977,"grey",8.63,13.868,0.099172120898539,3.90425239709087
96,55.683071464195,"purple",12.86,9.992,0.201131804233424,3.88735719775808
97,67.8605954025864,"green",20.73,36.025,0.110508805656035,3.74775947364242
98,67.6737508799499,"grey",40.16,22.662,0.129190144603039,3.25853243036107
99,61.4527938263547,"green",25.02,38.699,0.110751113045385,3.49241637556889
100,62.9385181888659,"grey",25.8,19.545,0.103451772069156,3.69682674577506
101,65.0947729492295,"purple",5.41,8.899,0.176027482880738,3.24697778899424
102,67.7113494201551,"white",36.13,26.7,0.302636723335558,3.62197277642483
103,52.0084927489546,"purple",24.61,2.972,0.283299223921999,3.21300808970488
104,59.2205457963448,"grey",27.55,21.853,0.0819477439740879,3.12773942043992
105,57.6888913507388,"white",12.37,18.94,0.355477941337677,3.33982223793754
106,66.0534601301741,"grey",38.01,27.388,0.0804237722194247,3.99572418194268
107,36.963443665065,"white",6.96,9.95,0.290869939299526,2.79600011087025
108,60.7777654488151,"green",16.03,6.776,0.213365178117131,3.91359457759076
109,44.8186117855298,"purple",32.23,32.199,0.12548419560911,3.2284968177482
110,61.0908544220147,"grey",30.11,35.384,0.103051284303531,3.58692163190377
111,44.8704931091279,"grey",34.23,18.529,0.120781942702758,2.37303183683453
112,60.9918790739467,"white",37.03,9.198,0.351123421768743,3.55712176456487
113,67.1409651552017,"white",16.13,3.513,0.368687151607067,3.50828414844068
114,61.92729688209,"green",21.34,4.35,0.146231320953847,3.41142787410059
115,60.2010222672866,"green",29.27,37.153,0.169476421924222,2.78912751628171
116,65.1076033187106,"purple",22.67,0.438,0.177716010541521,2.93125345309121
117,51.82651403489,"white",6.21,9.565,0.377420067948031,3.17479157282288
118,62.1168226512811,"purple",20.38,3.098,0.153695402378786,3.45511985237729
119,68.0004933378153,"grey",11.78,14.448,0.0876336272105957,3.51734690140251
120,60.10481545338,"green",29.2,41.923,0.229299611004253,2.77472266584482
121,51.3147592377319,"white",9.59,6.433,0.354368364689767,2.95328281581024
122,58.1730936788073,"green",17.36,6.099,0.260987556982508,3.42467685196881
123,67.9302653387338,"green",13.99,19.285,0.235172512073774,3.46957819254527
124,52.5828460599575,"white",10.86,1.255,0.2798685646339,3.26242144048922
125,64.26047261964,"grey",13.49,22.901,0.121834834990753,3.35911175044741
126,67.5587870439066,"grey",9.04,20.122,0.111412486674617,3.69210313471619
127,66.432598653237,"green",17.7,16.139,0.135819937058753,4.01880367728606
128,61.1121834921891,"green",21.94,34.616,0.268109721439459,3.16587198576073
129,74.2566428208891,"white",19.63,8.512,0.354709248906961,4.73370507633009
130,63.8651508943534,"white",6.33,0.438,0.341807369809031,3.51545873426299
131,68.2795648528172,"grey",23.79,16.308,0.0843781799503922,3.44428099414197
132,55.1641084672156,"green",25.16,3.946,0.243935321984735,2.56309616893444
133,69.3283184660871,"purple",9.63,14.683,0.220368371439052,3.87676561316448
134,64.0592377770374,"green",24.6,26.67,0.181155138909721,3.46722869244433
135,58.5311731206158,"white",23.33,26.862,0.273936704095686,2.68919828182547
136,48.6855560399621,"white",6.82,2.42,0.33876787267874,3.18243664184303
137,61.6859515187771,"grey",25.33,43.642,0.0967610321296224,3.13085461457722
138,66.2268259653344,"grey",27.05,18.419,0.0883173799842873,3.86465423885686
139,60.6029829201758,"grey",27.68,38.512,0.0950065798718463,2.85287753359974
140,63.4558307640346,"white",14.03,12.039,0.351776609056205,3.42726892916199
141,57.4638699225907,"grey",3.7,7.415,0.114225850684734,3.61073864406913
142,57.3534103339761,"white",12.72,0.059,0.230776944951716,3.28780428608835
143,66.7992514114221,"green",34.84,33.003,0.262018070642297,3.2146255644614
144,48.9005262633998,"white",24.55,33.666,0.372652204177971,3.06564968281609
145,68.3948880664114,"grey",18.67,7.323,0.0677115077514806,3.37276345263402
146,67.8572450955986,"grey",39.67,39.741,0.116163022295676,3.20433512113404
147,57.44233401912,"green",11.55,11.93,0.183888246107685,2.77544383172079
148,59.8065459609212,"green",28.7,23.995,0.201637094400347,3.43114709425003
149,42.7330793800883,"purple",30.41,6.405,0.224067675590838,3.22036065160587
150,66.4042397400495,"white",3.86,3.77,0.287843411647292,3.88942071756211
