"ID","stolen_candy_lbs"
1,22.1912708322447
2,22.1912708322447
3,22.1912708322447
4,22.1912708322447
5,22.1912708322447
6,22.1912708322447
7,22.1912708322447
8,22.1912708322447
9,22.1912708322447
10,22.1912708322447
11,22.1912708322447
12,22.1912708322447
13,22.1912708322447
14,22.1912708322447
15,22.1912708322447
16,22.1912708322447
17,22.1912708322447
18,22.1912708322447
19,22.1912708322447
20,22.1912708322447
21,22.1912708322447
22,22.1912708322447
23,22.1912708322447
24,22.1912708322447
25,22.1912708322447
26,22.1912708322447
27,22.1912708322447
28,22.1912708322447
29,22.1912708322447
30,22.1912708322447
31,22.1912708322447
32,22.1912708322447
33,22.1912708322447
34,22.1912708322447
35,22.1912708322447
36,22.1912708322447
37,22.1912708322447
38,22.1912708322447
39,22.1912708322447
40,22.1912708322447
41,22.1912708322447
42,22.1912708322447
43,22.1912708322447
44,22.1912708322447
45,22.1912708322447
46,22.1912708322447
47,22.1912708322447
48,22.1912708322447
49,22.1912708322447
50,22.1912708322447
51,22.1912708322447
52,22.1912708322447
53,22.1912708322447
54,22.1912708322447
55,22.1912708322447
56,22.1912708322447
57,22.1912708322447
58,22.1912708322447
59,22.1912708322447
60,22.1912708322447
61,22.1912708322447
62,22.1912708322447
63,22.1912708322447
64,22.1912708322447
65,22.1912708322447
66,22.1912708322447
67,22.1912708322447
68,22.1912708322447
69,22.1912708322447
70,22.1912708322447
71,22.1912708322447
72,22.1912708322447
73,22.1912708322447
74,22.1912708322447
75,22.1912708322447
76,22.1912708322447
77,22.1912708322447
78,22.1912708322447
79,22.1912708322447
80,22.1912708322447
81,22.1912708322447
82,22.1912708322447
83,22.1912708322447
84,22.1912708322447
85,22.1912708322447
86,22.1912708322447
87,22.1912708322447
88,22.1912708322447
89,22.1912708322447
90,22.1912708322447
91,22.1912708322447
92,22.1912708322447
93,22.1912708322447
94,22.1912708322447
95,22.1912708322447
96,22.1912708322447
97,22.1912708322447
98,22.1912708322447
99,22.1912708322447
100,22.1912708322447
101,22.1912708322447
102,22.1912708322447
103,22.1912708322447
104,22.1912708322447
105,22.1912708322447
106,22.1912708322447
107,22.1912708322447
108,22.1912708322447
109,22.1912708322447
110,22.1912708322447
111,22.1912708322447
112,22.1912708322447
113,22.1912708322447
114,22.1912708322447
115,22.1912708322447
116,22.1912708322447
117,22.1912708322447
118,22.1912708322447
119,22.1912708322447
120,22.1912708322447
121,22.1912708322447
122,22.1912708322447
123,22.1912708322447
124,22.1912708322447
125,22.1912708322447
126,22.1912708322447
127,22.1912708322447
128,22.1912708322447
129,22.1912708322447
130,22.1912708322447
131,22.1912708322447
132,22.1912708322447
133,22.1912708322447
134,22.1912708322447
135,22.1912708322447
136,22.1912708322447
137,22.1912708322447
138,22.1912708322447
139,22.1912708322447
140,22.1912708322447
141,22.1912708322447
142,22.1912708322447
143,22.1912708322447
144,22.1912708322447
145,22.1912708322447
146,22.1912708322447
147,22.1912708322447
148,22.1912708322447
149,22.1912708322447
150,22.1912708322447
151,22.1912708322447
152,22.1912708322447
153,22.1912708322447
154,22.1912708322447
155,22.1912708322447
156,22.1912708322447
157,22.1912708322447
158,22.1912708322447
159,22.1912708322447
160,22.1912708322447
161,22.1912708322447
162,22.1912708322447
163,22.1912708322447
164,22.1912708322447
165,22.1912708322447
166,22.1912708322447
167,22.1912708322447
168,22.1912708322447
169,22.1912708322447
170,22.1912708322447
171,22.1912708322447
172,22.1912708322447
173,22.1912708322447
174,22.1912708322447
175,22.1912708322447
176,22.1912708322447
177,22.1912708322447
178,22.1912708322447
179,22.1912708322447
180,22.1912708322447
181,22.1912708322447
182,22.1912708322447
183,22.1912708322447
184,22.1912708322447
185,22.1912708322447
186,22.1912708322447
187,22.1912708322447
188,22.1912708322447
189,22.1912708322447
190,22.1912708322447
191,22.1912708322447
192,22.1912708322447
193,22.1912708322447
194,22.1912708322447
195,22.1912708322447
196,22.1912708322447
197,22.1912708322447
198,22.1912708322447
199,22.1912708322447
200,22.1912708322447
201,22.1912708322447
202,22.1912708322447
203,22.1912708322447
204,22.1912708322447
205,22.1912708322447
206,22.1912708322447
207,22.1912708322447
208,22.1912708322447
209,22.1912708322447
210,22.1912708322447
211,22.1912708322447
212,22.1912708322447
213,22.1912708322447
214,22.1912708322447
215,22.1912708322447
216,22.1912708322447
217,22.1912708322447
218,22.1912708322447
219,22.1912708322447
220,22.1912708322447
221,22.1912708322447
222,22.1912708322447
223,22.1912708322447
224,22.1912708322447
225,22.1912708322447
226,22.1912708322447
227,22.1912708322447
228,22.1912708322447
229,22.1912708322447
230,22.1912708322447
231,22.1912708322447
232,22.1912708322447
233,22.1912708322447
234,22.1912708322447
235,22.1912708322447
236,22.1912708322447
237,22.1912708322447
238,22.1912708322447
239,22.1912708322447
240,22.1912708322447
241,22.1912708322447
242,22.1912708322447
243,22.1912708322447
244,22.1912708322447
245,22.1912708322447
246,22.1912708322447
247,22.1912708322447
248,22.1912708322447
249,22.1912708322447
250,22.1912708322447
251,22.1912708322447
252,22.1912708322447
253,22.1912708322447
254,22.1912708322447
255,22.1912708322447
256,22.1912708322447
257,22.1912708322447
258,22.1912708322447
259,22.1912708322447
260,22.1912708322447
261,22.1912708322447
262,22.1912708322447
263,22.1912708322447
264,22.1912708322447
265,22.1912708322447
266,22.1912708322447
267,22.1912708322447
268,22.1912708322447
269,22.1912708322447
270,22.1912708322447
271,22.1912708322447
272,22.1912708322447
273,22.1912708322447
274,22.1912708322447
275,22.1912708322447
276,22.1912708322447
277,22.1912708322447
278,22.1912708322447
279,22.1912708322447
280,22.1912708322447
281,22.1912708322447
282,22.1912708322447
283,22.1912708322447
284,22.1912708322447
285,22.1912708322447
286,22.1912708322447
287,22.1912708322447
288,22.1912708322447
289,22.1912708322447
290,22.1912708322447
291,22.1912708322447
292,22.1912708322447
293,22.1912708322447
294,22.1912708322447
295,22.1912708322447
296,22.1912708322447
297,22.1912708322447
298,22.1912708322447
299,22.1912708322447
300,22.1912708322447
301,22.1912708322447
302,22.1912708322447
303,22.1912708322447
304,22.1912708322447
305,22.1912708322447
306,22.1912708322447
307,22.1912708322447
308,22.1912708322447
309,22.1912708322447
310,22.1912708322447
311,22.1912708322447
312,22.1912708322447
313,22.1912708322447
314,22.1912708322447
315,22.1912708322447
316,22.1912708322447
317,22.1912708322447
318,22.1912708322447
319,22.1912708322447
320,22.1912708322447
321,22.1912708322447
322,22.1912708322447
323,22.1912708322447
324,22.1912708322447
325,22.1912708322447
326,22.1912708322447
327,22.1912708322447
328,22.1912708322447
329,22.1912708322447
330,22.1912708322447
331,22.1912708322447
332,22.1912708322447
333,22.1912708322447
334,22.1912708322447
335,22.1912708322447
336,22.1912708322447
337,22.1912708322447
338,22.1912708322447
339,22.1912708322447
340,22.1912708322447
341,22.1912708322447
342,22.1912708322447
343,22.1912708322447
344,22.1912708322447
345,22.1912708322447
346,22.1912708322447
347,22.1912708322447
348,22.1912708322447
349,22.1912708322447
350,22.1912708322447
351,22.1912708322447
352,22.1912708322447
353,22.1912708322447
354,22.1912708322447
355,22.1912708322447
356,22.1912708322447
357,22.1912708322447
358,22.1912708322447
359,22.1912708322447
360,22.1912708322447
361,22.1912708322447
362,22.1912708322447
363,22.1912708322447
364,22.1912708322447
365,22.1912708322447
366,22.1912708322447
367,22.1912708322447
368,22.1912708322447
369,22.1912708322447
370,22.1912708322447
371,22.1912708322447
372,22.1912708322447
373,22.1912708322447
374,22.1912708322447
375,22.1912708322447
376,22.1912708322447
377,22.1912708322447
378,22.1912708322447
379,22.1912708322447
380,22.1912708322447
381,22.1912708322447
382,22.1912708322447
383,22.1912708322447
384,22.1912708322447
385,22.1912708322447
386,22.1912708322447
387,22.1912708322447
388,22.1912708322447
389,22.1912708322447
390,22.1912708322447
391,22.1912708322447
392,22.1912708322447
393,22.1912708322447
394,22.1912708322447
395,22.1912708322447
396,22.1912708322447
397,22.1912708322447
398,22.1912708322447
399,22.1912708322447
400,22.1912708322447
401,22.1912708322447
402,22.1912708322447
403,22.1912708322447
404,22.1912708322447
405,22.1912708322447
406,22.1912708322447
407,22.1912708322447
408,22.1912708322447
409,22.1912708322447
410,22.1912708322447
411,22.1912708322447
412,22.1912708322447
413,22.1912708322447
414,22.1912708322447
415,22.1912708322447
416,22.1912708322447
417,22.1912708322447
418,22.1912708322447
419,22.1912708322447
420,22.1912708322447
421,22.1912708322447
422,22.1912708322447
423,22.1912708322447
424,22.1912708322447
425,22.1912708322447
426,22.1912708322447
427,22.1912708322447
428,22.1912708322447
429,22.1912708322447
430,22.1912708322447
431,22.1912708322447
432,22.1912708322447
433,22.1912708322447
434,22.1912708322447
435,22.1912708322447
436,22.1912708322447
437,22.1912708322447
438,22.1912708322447
439,22.1912708322447
440,22.1912708322447
441,22.1912708322447
442,22.1912708322447
443,22.1912708322447
444,22.1912708322447
445,22.1912708322447
446,22.1912708322447
447,22.1912708322447
448,22.1912708322447
449,22.1912708322447
450,22.1912708322447
451,22.1912708322447
452,22.1912708322447
453,22.1912708322447
454,22.1912708322447
455,22.1912708322447
456,22.1912708322447
457,22.1912708322447
458,22.1912708322447
459,22.1912708322447
460,22.1912708322447
461,22.1912708322447
462,22.1912708322447
463,22.1912708322447
464,22.1912708322447
465,22.1912708322447
466,22.1912708322447
467,22.1912708322447
468,22.1912708322447
469,22.1912708322447
470,22.1912708322447
471,22.1912708322447
472,22.1912708322447
473,22.1912708322447
474,22.1912708322447
475,22.1912708322447
476,22.1912708322447
477,22.1912708322447
478,22.1912708322447
479,22.1912708322447
480,22.1912708322447
481,22.1912708322447
482,22.1912708322447
483,22.1912708322447
484,22.1912708322447
485,22.1912708322447
486,22.1912708322447
487,22.1912708322447
488,22.1912708322447
489,22.1912708322447
490,22.1912708322447
491,22.1912708322447
492,22.1912708322447
493,22.1912708322447
494,22.1912708322447
495,22.1912708322447
496,22.1912708322447
